0,0
142,173
151,186
155,189
156,190
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,188
156,185
156,183
157,182
157,180
157,180
157,179
157,179
157,179
157,179
157,179
157,179
157,179
158,179
158,179
158,179
158,179
158,179
158,179
158,179
158,179
158,179
158,179
158,179
158,179
158,179
158,179
158,179
158,179
158,179
158,179
158,179
158,179
158,179
158,179
158,179
158,179
158,178
160,176
164,172
166,171
167,170
167,170
168,170
168,170
168,170
168,170
168,170
168,170
168,170
169,169
172,169
176,168
182,167
188,167
195,167
204,167
212,170
219,174
226,180
234,188
244,199
252,210
260,222
267,231
274,238
284,245
294,250
305,252
317,252
329,252
339,249
349,244
358,237
365,228
375,214
379,207
380,203
382,196
384,185
385,180
385,171
385,165
385,157
379,147
372,135
362,123
347,107
332,96
314,88
291,85
262,85
227,87
196,98
168,113
144,133
125,160
111,193
104,228
102,263
102,293
106,321
118,343
135,358
172,370
212,373
247,373
289,369
312,366
335,363
345,363
347,363
347,363
348,363
349,362
354,357
361,347
391,197
391,168
383,136
371,112
357,97
327,84
290,82
257,88
203,118
170,156
155,186
140,224
137,247
136,272
138,296
149,311
167,326
196,344
229,359
252,367
275,374
286,377
295,380
303,383
308,387
311,391
314,394
315,397
315,401
301,407
245,414
187,417
147,417
118,412
87,396
79,379
79,361
90,340
111,321
153,296
198,283
232,278
281,275
307,274
334,272
350,269
360,264
364,259
365,252
365,242
363,231
357,215
347,199
330,178
306,158
260,131
232,120
221,118
207,115
198,115
197,124
198,144
204,170
212,197
225,222
237,235
259,245
275,246
301,203
305,180
305,180
305,180
305,180
305,180
305,180
305,180
305,180
305,180
305,180
305,180
305,180
305,164
305,141
304,122
304,113
303,107
302,104
302,103
300,104
299,105
299,105
299,105
301,101
306,96
315,92
325,90
335,90
340,90
344,90
346,90
346,90
346,89
346,89
346,89
346,88
346,88
346,88
346,88
346,88
346,88
346,88
346,88
346,87
345,87
345,86
345,86
344,86
344,85
343,85
340,83
333,79
325,75
316,70
308,67
301,64
294,62
288,60
281,58
273,56
267,55
261,54
255,54
251,54
244,54
239,54
232,54
227,55
220,57
215,60
208,62
202,66
191,72
185,76
179,81
177,83
170,90
161,100
154,108
148,118
142,127
136,138
128,157
123,170
114,192
110,205
106,221
102,235
101,248
100,259
100,269
100,277
102,286
106,294
111,303
116,310
121,317
126,323
132,331
143,341
152,349
169,364
180,373
192,382
203,389
215,394
233,399
246,400
278,400
283,400
313,391
321,387
340,377
355,367
383,348
397,336
407,326
414,318
417,313
421,304
423,295
425,285
426,271
428,256
428,242
428,228
428,216
428,205
428,194
428,185
428,176
426,168
422,160
412,149
398,136
383,123
365,107
344,94
325,84
304,76
282,70
268,67
250,63
238,62
231,61
224,61
217,61
216,62
215,62
212,65
212,66
211,67
211,67
211,67
211,67
211,67
211,67
211,67
211,67
211,67
211,67
211,67
211,67
211,67
211,67
211,67
211,67
211,67
211,67
211,67
217,67
231,67
253,64
272,61
292,59
300,58
307,57
309,57
309,57
307,57
292,57
272,62
238,78
227,86
205,111
199,124
194,139
192,154
192,174
192,197
194,211
199,226
208,242
220,253
236,262
259,271
285,278
311,285
326,290
337,295
347,301
350,307
351,312
341,324
323,332
281,346
257,351
225,353
209,353
192,352
183,346
176,334
175,316
175,288
176,258
184,224
190,203
199,182
212,161
221,154
237,148
244,148
277,148
304,156
330,166
356,177
382,192
406,209
422,221
438,237
449,251
455,263
456,274
456,284
449,299
436,311
424,320
404,333
386,343
366,352
340,357
314,361
294,363
273,364
259,365
249,365
234,365
223,365
209,360
195,355
187,353
179,350
174,349
170,349
167,349
162,352
154,368
139,419
131,453
126,476
122,488
120,498
119,501
119,502
119,502
124,502
131,500
143,496
164,487
192,470
232,447
275,421
305,403
340,381
385,351
406,334
429,313
441,300
448,290
453,277
453,254
437,224
409,177
371,118
342,77
319,48
296,25
271,11
250,10
225,13
197,26
180,34
162,45
149,54
140,60
137,61
132,64
129,66
126,72
123,83
119,99
113,119
108,134
108,134
103,158
103,165
103,171
118,172
148,167
198,154
236,149
266,148
291,150
312,167
321,196
321,222
321,261
319,287
316,314
316,335
316,346
316,356
318,362
322,364
322,364
322,364
322,364
322,364
322,364
322,364
322,364
322,364
322,364
322,364
322,364
322,357
319,333
311,310
298,275
288,252
276,230
264,216
251,208
233,205
203,208
171,226
148,244
120,269
100,292
88,315
82,336
81,351
81,367
88,382
106,391
143,398
173,399
221,399
260,399
296,397
315,394
332,391
344,387
354,382
364,378
372,374
378,372
385,371
393,369
398,367
404,362
411,354
419,336
421,315
421,287
411,262
399,246
378,226
357,220
340,220
319,222
307,227
298,231
295,233
294,234
295,234
301,234
315,231
327,228
341,223
353,218
362,211
368,204
373,195
376,185
377,173
377,158
368,144
354,130
332,117
309,108
292,103
278,100
268,97
263,95
260,93
259,93
259,91
260,86
264,80
267,75
270,70
271,67
272,66
272,66
271,66
268,66
263,66
259,67
254,68
248,69
245,70
241,71
238,72
236,72
235,73
235,73
235,73
235,73
235,73
235,73
235,74
235,74
235,75
237,77
238,81
239,87
240,92
242,100
243,106
244,111
244,119
245,126
247,136
248,143
248,145
248,154
248,159
248,161
248,171
248,177
248,184
248,191
248,196
248,201
248,206
248,211
248,215
248,220
247,224
247,229
246,235
246,240
246,244
246,249
246,255
246,260
246,267
246,274
246,280
246,285
246,292
246,300
246,307
246,312
247,319
248,324
248,331
249,337
251,347
251,353
252,358
254,368
254,372
255,376
255,381
256,387
256,390
257,393
257,395
258,398
258,400
259,402
259,404
260,405
260,405
260,405
260,406
260,407
260,408
258,409
257,409
257,409
257,409
257,409
257,409
257,409
257,409
257,409
257,409
257,409
257,409
257,409
257,409
257,409
257,409
257,409
239,409
220,410
197,410
175,410
153,410
145,411
142,411
141,412
141,412
141,413
143,414
150,419
163,424
182,429
205,431
232,430
258,420
283,404
305,385
324,362
337,338
343,312
345,284
342,255
332,230
324,215
307,195
292,186
273,180
251,179
227,179
214,183
189,197
172,215
156,240
143,270
135,303
133,336
133,383
140,407
153,427
169,441
194,451
224,454
258,454
294,448
327,436
357,424
383,410
394,401
406,388
416,367
419,347
419,323
418,293
411,261
405,241
398,217
391,199
377,179
361,168
337,160
308,157
289,157
270,164
255,174
241,190
238,197
234,215
234,234
239,263
251,300
261,337
269,373
273,394
273,413
268,427
258,433
240,434
211,430
180,412
148,387
129,366
111,341
102,317
98,296
98,282
98,266
104,253
118,240
135,233
160,229
188,226
226,226
260,226
297,226
328,226
357,225
372,220
385,213
396,199
399,180
399,143
386,104
369,82
343,61
310,52
263,54
223,76
186,107
162,133
137,168
122,197
113,240
113,254
123,308
138,334
157,363
180,386
204,399
242,408
270,408
322,400
349,391
377,378
391,369
400,363
408,358
414,355
420,354
426,354
435,355
445,355
453,355
460,353
465,349
468,340
469,326
461,292
443,252
423,216
396,176
370,149
354,141
330,136
312,137
293,147
275,163
256,186
240,212
225,257
221,285
221,302
221,321
221,335
221,357
221,374
221,389
218,401
212,408
201,412
187,411
170,396
154,371
142,345
138,319
138,290
143,265
149,249
154,238
158,229
161,226
162,225
165,230
167,246
171,276
175,313
181,350
187,371
195,392
209,409
227,413
259,414
283,409
313,395
345,366
352,354
361,316
361,273
357,242
352,224
345,205
339,192
330,183
315,177
300,177
283,188
272,199
260,216
254,232
252,245
252,254
255,263
259,268
262,273
264,275
268,276
271,275
276,270
281,261
284,252
286,242
286,233
286,226
285,220
283,215
281,210
281,204
281,200
283,194
287,190
293,186
298,184
301,182
309,180
312,178
320,174
323,171
328,168
332,164
334,160
338,155
340,150
342,144
343,137
345,129
345,119
345,111
345,105
345,100
343,97
341,96
337,95
332,94
325,93
319,92
313,89
308,88
305,87
303,86
300,85
299,84
297,84
294,82
291,82
285,81
279,80
272,80
266,80
258,80
252,80
245,80
238,80
230,81
222,83
217,84
213,85
210,86
208,87
207,87
204,88
202,88
199,89
196,90
194,90
191,91
189,92
186,93
184,94
181,95
177,98
174,100
171,103
166,107
162,111
157,116
153,121
149,126
145,131
142,136
138,141
134,147
131,153
128,158
126,162
123,168
120,174
118,179
115,186
113,193
110,205
108,212
107,216
105,229
104,233
103,242
102,250
101,259
101,267
101,273
102,280
104,285
106,291
108,296
111,303
114,309
117,316
122,324
126,333
131,342
136,351
140,360
144,368
150,376
156,384
163,392
169,397
176,403
182,407
194,410
204,412
218,412
234,412
257,412
270,412
296,407
312,403
336,397
343,395
363,389
367,387
381,380
385,377
396,369
401,364
406,359
409,354
412,347
414,338
416,323
417,310
418,294
418,279
419,266
419,256
419,245
419,237
419,225
418,214
416,203
412,193
410,187
409,182
403,173
400,170
395,166
383,155
375,148
366,140
358,134
348,126
336,119
324,111
304,102
297,99
284,94
269,89
255,87
236,87
224,87
215,88
207,92
203,94
196,97
189,101
184,103
181,104
179,104
178,104
178,104
178,104
178,104
178,104
178,104
178,104
178,104
178,104
178,104
178,104
178,104
178,104
178,104
178,104
178,104
178,104
178,104
178,104
178,104
178,104
178,103
179,100
180,97
181,94
181,91
182,88
182,87
182,86
182,86
179,85
172,84
163,84
154,84
146,86
137,91
127,98
120,105
113,113
109,120
105,126
102,132
100,138
97,145
94,154
90,166
87,180
83,201
80,220
78,240
78,259
78,271
81,286
86,298
94,310
108,325
123,334
141,340
162,343
180,344
204,344
234,343
242,343
256,342
265,342
269,342
273,343
277,347
278,354
280,362
280,368
281,374
281,379
281,383
281,386
281,389
278,392
274,395
268,399
257,403
243,405
226,405
211,405
196,405
183,402
177,402
177,402
177,402
177,402
177,402
177,402
177,402
177,402
177,402
177,402
177,402
177,402
177,402
177,402
177,402
177,402
177,402
177,402
177,403
177,408
178,417
180,426
183,435
187,442
190,445
194,449
198,451
203,453
208,453
213,453
217,453
223,453
228,452
233,450
237,449
241,447
244,445
247,442
248,439
250,438
250,435
251,434
251,433
252,432
252,432
252,432
252,432
252,432
252,432
252,432
