251,432
251,432
251,432
250,432
250,432
250,432
250,432
250,432
250,432
250,432
250,430
250,425
250,411
250,390
250,360
252,325
256,284
263,250
270,229
280,208
287,194
294,185
299,177
306,170
312,163
318,157
324,151
329,146
332,142
337,136
339,132
342,129
344,125
346,122
347,119
347,115
348,110
347,102
345,98
342,92
337,86
332,82
325,78
316,74
310,72
300,69
292,68
288,67
282,66
278,65
274,64
271,64
269,63
266,63
264,62
260,62
257,62
254,62
252,62
250,62
249,62
248,63
247,63
247,63
246,64
246,64
246,64
246,64
246,64
246,64
246,65
246,70
246,78
246,90
246,103
246,117
246,135
245,145
245,153
244,162
243,171
243,181
242,190
242,195
242,201
242,206
242,212
242,218
242,223
241,230
241,237
241,243
241,249
241,256
241,262
241,268
241,275
240,283
240,290
240,295
240,303
240,308
240,313
240,318
240,321
240,324
240,327
240,330
240,334
241,339
241,344
242,348
242,355
242,359
242,365
243,370
243,373
243,375
244,379
244,385
245,390
246,395
247,400
248,406
250,410
251,416
252,420
252,423
253,426
253,428
253,429
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
253,430
